year,symbol,fiscalDateEnding,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,reportedEPS,Sector,Industry,futureEPS
2014,ADP,2014-06-30,32059800000,27493000000.0,1983600000.0,4015800000.0,,3600800000.0,23682800000.0,667100000.0,1051600000.0,2374500000.0,491000000.0,1883500000.0,3670300000.0,54100000.0,2032200000.0,689800000.0,1315700000.0,25389600000.0,24167600000.0,152100000.0,519200000.0,2173000000.0,2173000000.0,1593900000.0,,11500000.0,2184500000.0,11500000.0,2184500000.0,21232700000.0,619400000.0,6670200000.0,7750000000.0,13632900000.0,63900000.0,480200000.0,4185600000,10226400000,6040800000,7221400000.0,-8118300000,2370300000.0,718000000.0,10004800000,56200000.0,-6100000.0,,6100000.0,,0.0,163200000.0,336200000.0,2152500000,636600000,6100000.0,1502600000.0,1678700000.0,2158600000,2494800000.0,1515900000,3.17,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,5.45
2014,AMAT,2014-10-26,13174000000,6967000000.0,3002000000.0,3162000000.0,1567000000.0,1670000000.0,6068000000.0,861000000.0,1987000000.0,4255000000.0,951000000.0,3304000000.0,1161000000.0,935000000.0,160000000.0,568000000.0,,5306000000.0,2823000000.0,613000000.0,654000000.0,0.0,0.0,2483000000.0,,1947000000.0,0.0,1947000000.0,1947000000.0,1270000000.0,71000000.0,7868000000.0,11524000000.0,13072000000.0,12000000.0,1221000000.0,3843000000,9026000000,6501000000,5229000000.0,1520000000,890000000.0,1428000000.0,2323000000,,-95000000.0,,95000000.0,49000000.0,23000000.0,191000000.0,375000000.0,1448000000,376000000,95000000.0,1072000000.0,1034000000.0,1543000000,1918000000.0,1072000000,1.06,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,3.05
2014,AMD,2014-12-31,3767000000,2736000000.0,805000000.0,1040000000.0,685000000.0,818000000.0,1031000000.0,302000000.0,1378000000.0,385000000.0,65000000.0,320000000.0,,0.0,235000000.0,48000000.0,344000000.0,3580000000.0,1440000000.0,415000000.0,72000000.0,349000000.0,172000000.0,2140000000.0,,2035000000.0,177000000.0,2025000000.0,4352000000.0,40000000.0,105000000.0,187000000.0,119000000.0,-6646000000.0,8000000.0,776000000.0,1839000000,5268000000,4538000000,3667000000.0,-155000000,604000000.0,1072000000.0,1943000000,3000000.0,0.0,177000000.0,177000000.0,-61000000.0,-66000000.0,115000000.0,203000000.0,-398000000,5000000,238000000.0,-403000000.0,-406000000.0,-221000000,-18000000.0,-403000000,-0.02,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,0.64
2014,AMGN,2014-12-31,69009000000,34713000000.0,3731000000.0,27026000000.0,2647000000.0,2546000000.0,34296000000.0,5223000000.0,7033000000.0,27481000000.0,12693000000.0,14788000000.0,26732000000.0,522000000.0,23295000000.0,2494000000.0,1592000000.0,43231000000.0,7008000000.0,995000000.0,,500000000.0,500000000.0,36223000000.0,,30715000000.0,500000000.0,30215000000.0,30715000000.0,5296000000.0,2547000000.0,25778000000.0,,-4624000000.0,30410000000.0,760400000.0,14905000000,20063000000,5158000000,4422000000.0,6191000000,4699000000.0,4297000000.0,11298000000,,-1089000000.0,,1089000000.0,,465000000.0,716000000.0,1376000000.0,5585000000,427000000,1089000000.0,5158000000.0,5311000000.0,6191000000,8050000000.0,5158000000,8.7,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",14.83
2014,AMT,2014-12-31,21263565000,957867000.0,313492000.0,319794000.0,174838000.0,224066000.0,20407644000.0,7590112000.0,4068982000.0,10856447000.0,6824273000.0,4032174000.0,,6302000.0,6302000.0,254622000.0,575246000.0,17210213000.0,1929536000.0,90366000.0,649628000.0,897624000.0,897624000.0,15767848000.0,,14608708000.0,897386000.0,13642955000.0,14540341000.0,707883000.0,1028687000.0,3953560000.0,207740000.0,-837320000.0,3995000.0,396698725.0,5528263000,7536395000,2008132000,1094265000.0,1486922000,446542000.0,,967436000,,-580234000.0,,580234000.0,4016581000.0,-62060000.0,551800000.0,411700000.0,887415000,62505000,583707000.0,803199000.0,341909000.0,1467649000,1879349000.0,824910000,2.01,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,4.23
2014,AMZN,2014-12-31,54505000000,31327000000.0,14557000000.0,17416000000.0,8299000000.0,5612000000.0,23942000000.0,16967000000.0,5763000000.0,4083000000.0,764000000.0,3319000000.0,,,2859000000.0,-5612000000.0,2892000000.0,43764000000.0,28089000000.0,16459000000.0,1823000000.0,3533000000.0,1520000000.0,19722000000.0,,9881000000.0,1520000000.0,8265000000.0,9881000000.0,9807000000.0,7410000000.0,10741000000.0,1837000000.0,1949000000.0,5000000.0,465000000.0,16330000000,88680000000,72350000000,62752000000.0,178000000,4852000000.0,9275000000.0,9956000000,39000000.0,-210000000.0,,210000000.0,-98000000.0,-118000000.0,3600000000.0,4746000000.0,-74000000,167000000,210000000.0,-241000000.0,-567000000.0,136000000,4882000000.0,-241000000,-0.03,TRADE & SERVICES,RETAIL-CATALOG & MAIL-ORDER HOUSES,1.14
2014,ANET,2014-12-31,811023000,679479000.0,240031000.0,449457000.0,78006000.0,96982000.0,131544000.0,71558000.0,16958000.0,,,,243026000.0,33600000.0,209426000.0,11512000.0,11840000.0,255365000.0,144373000.0,32428000.0,106468000.0,,1087000.0,68565000.0,,42547000.0,43634000.0,,43634000.0,11249000.0,4981000.0,555658000.0,,129814000.0,7000.0,65528000.0,392091000,584106000,192015000,2800000.0,125513000,117669000.0,148909000.0,266578000,,-1309000.0,,1309000.0,-1280000.0,2275000.0,10000000.0,10021000.0,121508000,34658000,1989000.0,86850000.0,86480000.0,125513000,137809000.0,86850000,0.32,TECHNOLOGY,COMPUTER COMMUNICATIONS EQUIPMENT,2.43
2014,AXP,2014-12-31,159000000000,22288000000.0,22288000000.0,22288000000.0,,,7932000000.0,3938000000.0,6270000000.0,3878000000.0,854000000.0,3024000000.0,5142000000.0,70104000000.0,288000000.0,121954000000.0,,138430000000.0,5738000000.0,,,3480000000.0,3480000000.0,59308000000.0,,57955000000.0,62082000000.0,,61435000000.0,-14300000000.0,21524000000.0,20673000000.0,,9513000000.0,205000000.0,1023000000.0,6947000000,32248000000,25301000000,25305000000.0,-2541000000,8522000000.0,,9488000000,,5472000000.0,7179000000.0,1707000000.0,28716000000.0,,,174000000.0,8991000000,3106000000,1707000000.0,5885000000.0,5392000000.0,10698000000,10872000000.0,5885000000,5.33,FINANCE,FINANCE SERVICES,8.19
2014,BA,2014-12-31,92921000000,67767000000.0,11733000000.0,13092000000.0,76022000000.0,7729000000.0,21466000000.0,11007000000.0,15689000000.0,7988000000.0,2869000000.0,5119000000.0,2513000000.0,1154000000.0,1359000000.0,18000000.0,1317000000.0,84256000000.0,48233000000.0,10667000000.0,,929000000.0,929000000.0,33691000000.0,,8909000000.0,865000000.0,,8909000000.0,21946000000.0,1566000000.0,8665000000.0,23298000000.0,36180000000.0,5061000000.0,1012261159.0,14010000000,90762000000,76752000000,76683000000.0,7473000000,3767000000.0,3047000000.0,7280000000,,-504000000.0,,504000000.0,-10000000.0,-3000000.0,,227000000.0,7137000000,1691000000,333000000.0,5446000000.0,1457000000.0,7473000000,7868000000.0,5446000000,8.45,MANUFACTURING,AIRCRAFT,-3.54
2014,BAC,2014-12-31,2104534000000,343210000000.0,138589000000.0,330374000000.0,,,84438000000.0,10049000000.0,,74389000000.0,4612000000.0,69777000000.0,1005302000000.0,,191785000000.0,,,1861063000000.0,232435000000.0,,,232435000000.0,232449000000.0,,,243139000000.0,,36404000000.0,475588000000.0,,,243476000000.0,,75024000000.0,,10516542476.0,6855000000,85894000000,77392000000,13209000000.0,-57566000000,47085000000.0,,64421000000,,40779000000.0,51714000000.0,10935000000.0,45115000000.0,,,936000000.0,7963000000,2443000000,10934000000.0,4833000000.0,9185000000.0,18898000000,19834000000.0,5520000000,0.61,FINANCE,NATIONAL COMMERCIAL BANKS,2.77
2014,BKNG,2014-12-31,14770977000,5113620000.0,3148651000.0,4290833000.0,,643894000.0,13476962000.0,198953000.0,243994000.0,5661235000.0,2334761000.0,3326474000.0,1142182000.0,3755653000.0,1142182000.0,332647000.0,41516000.0,6203954000.0,1378703000.0,281480000.0,,,25886000.0,4993549000.0,,3823870000.0,37150000.0,3823870000.0,3849756000.0,600758000.0,103533000.0,8566694000.0,2737585000.0,6640505000.0,480000.0,52247000.0,7584130000,8347348000,1736340000,857841000.0,3073312000,663779000.0,97498000.0,4510818000,13933000.0,-88353000.0,,88353000.0,-6270000.0,4489000.0,78241000.0,207820000.0,2989448000,567695000,94623000.0,2421753000.0,2077122000.0,3073312000,3285621000.0,2421753000,53.33,ENERGY & TRANSPORTATION,TRANSPORTATION SERVICES,103.42
2014,BLK,2014-12-31,239808000000,45127000000.0,6001000000.0,6001000000.0,-472000000.0,,194681000000.0,467000000.0,,17344000000.0,17344000000.0,12961000000.0,,1921000000.0,472000000.0,34585000000.0,,212288000000.0,1035000000.0,,,,4938000000.0,211253000000.0,,8327000000.0,750000000.0,,8327000000.0,1865000000.0,195827000000.0,27366000000.0,-1894000000.0,10145000000.0,2000000.0,171799457.0,6084000000,11081000000,4997000000,4997000000.0,4474000000,1453000000.0,164000000.0,1610000000,,,,232000000.0,,-79000000.0,,157000000.0,4395000000,1131000000,,3264000000.0,,4462000000,4619000000.0,3294000000,19.35,FINANCE,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",28.51
2014,BMY,2014-12-31,33749000000,14608000000.0,5571000000.0,7435000000.0,1560000000.0,3390000000.0,18458000000.0,4417000000.0,4649000000.0,8780000000.0,1753000000.0,7027000000.0,6272000000.0,4408000000.0,1864000000.0,470000000.0,621000000.0,18766000000.0,8461000000.0,2487000000.0,,590000000.0,590000000.0,10365000000.0,,7242000000.0,7835000000.0,7242000000.0,531000000.0,4217000000.0,618000000.0,14852000000.0,16992000000.0,32541000000.0,221000000.0,1660000000.0,11947000000,15631000000,9037000000,4047000000.0,-1551000000,4822000000.0,4534000000.0,9772000000,101000000.0,-203000000.0,,203000000.0,-45000000.0,-210000000.0,543000000.0,286000000.0,2356000000,352000000,248000000.0,2136000000.0,1720000000.0,2559000000,2845000000.0,2004000000,1.85,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,4.67
2014,BRK-B,2014-12-31,525867000000,73505000000.0,60033000000.0,63269000000.0,10236000000.0,,61369000000.0,129207000000.0,,61369000000.0,655000000.0,60714000000.0,117470000000.0,179757000000.0,3236000000.0,14968000000.0,,282840000000.0,35504000000.0,,,,839000000.0,140605000000.0,,21459000000.0,79890000000.0,,21459000000.0,6499000000.0,157917000000.0,240170000000.0,1763000000.0,163620000000.0,8000000.0,1642853.0,192034000000,194699000000,2639000000,111009000000.0,189395000000,1484000000.0,,2639000000,,-3253000000.0,,3253000000.0,,,6215000000.0,1155000000.0,27807000000,7935000000,3253000000.0,20170000000.0,18579000000.0,31060000000,32215000000.0,19872000000,6.72,FINANCE,"FIRE, MARINE & CASUALTY INSURANCE",9.64
2014,BSX,2014-12-31,17024000000,3606000000.0,587000000.0,587000000.0,946000000.0,1183000000.0,13473000000.0,1507000000.0,2339000000.0,11504000000.0,5606000000.0,5898000000.0,481000000.0,37000000.0,3000000.0,443000000.0,407000000.0,15389000000.0,2846000000.0,262000000.0,,403000000.0,3000000.0,10405000000.0,,4200000000.0,400000000.0,,4203000000.0,231000000.0,2666000000.0,6457000000.0,1717000000.0,-8303000000.0,16000000.0,1327451966.0,5170000000,7462000000,2292000000,2210000000.0,-301000000,2902000000.0,817000000.0,5471000000,,-216000000.0,,216000000.0,-18000000.0,8000000.0,287000000.0,438000000.0,-509000000,-390000000,216000000.0,-119000000.0,-81000000.0,-301000000,145000000.0,-119000000,0.83,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,1.59
2014,BX,2014-12-31,31497097000,1412472000.0,1412472000.0,1412472000.0,,,5639046000.0,135740000.0,182932000.0,2246225000.0,458833000.0,1787392000.0,22765589000.0,3257081000.0,1808092000.0,-1128408000.0,,14163550000.0,29907000.0,,,29907000.0,29907000.0,8938000000.0,,9476193000.0,8984276000.0,,9506100000.0,14318421000.0,115785000.0,17333547000.0,,81301000.0,7081131000.0,615198577.0,6833350000,7484728000,651378000,3154371000.0,6181972000,549463000.0,,651378000,69809000.0,-121524000.0,,121524000.0,6880116000.0,357854000.0,28600000.0,101915000.0,1875762000,291173000,121524000.0,3695553000.0,1560258000.0,1997286000,2099201000.0,1584589000,3.76,FINANCE,INVESTMENT ADVICE,2.31
2014,C,2014-12-31,1842181000000,563200000000.0,160197000000.0,456983000000.0,228829000000.0,,28158000000.0,,,28158000000.0,4566000000.0,23592000000.0,620850000000.0,1258870000000.0,296786000000.0,6200000000.0,,1630485000000.0,58335000000.0,,,58335000000.0,58335000000.0,190162000000.0,,223080000000.0,524721000000.0,196900000000.0,281415000000.0,-109440000000.0,85084000000.0,210185000000.0,2929000000.0,117852000000.0,31000000.0,3025900000.0,10606000000,77219000000,66276000000,46771000000.0,-44445000000,36817000000.0,,55051000000,,47993000000.0,61683000000.0,13690000000.0,29226000000.0,3227000000.0,,756000000.0,14507000000,7197000000,13690000000.0,7312000000.0,3227000000.0,28197000000,28953000000.0,7310000000,3.75,FINANCE,NATIONAL COMMERCIAL BANKS,7.84
2014,CAT,2014-12-31,84498000000,38867000000.0,7341000000.0,7341000000.0,12205000000.0,16764000000.0,44410000000.0,16577000000.0,14995000000.0,9770000000.0,3076000000.0,6694000000.0,1904000000.0,257000000.0,135000000.0,818000000.0,1798000000.0,67855000000.0,27877000000.0,6515000000.0,,4708000000.0,4708000000.0,40392000000.0,,22640000000.0,510000000.0,27784000000.0,27348000000.0,1754000000.0,3231000000.0,16826000000.0,15726000000.0,33887000000.0,5016000000.0,606200000.0,12375000000,55184000000,42809000000,39767000000.0,3314000000,6529000000.0,2380000000.0,51870000000,66000000.0,,,484000000.0,54000000.0,322000000.0,2795000000.0,365000000.0,4387000000,692000000,,3711000000.0,1162000000.0,3314000000,3679000000.0,3695000000,6.37,TECHNOLOGY,CONSTRUCTION MACHINERY & EQUIP,11.06
2014,CMCSA,2014-12-31,159186000000,13531000000.0,3910000000.0,4512000000.0,,6321000000.0,74476000000.0,30953000000.0,45410000000.0,93490000000.0,10170000000.0,27316000000.0,3737000000.0,3135000000.0,602000000.0,1859000000.0,2180000000.0,106475000000.0,17410000000.0,5638000000.0,915000000.0,4217000000.0,845000000.0,88995000000.0,,0.0,3372000000.0,55300000000.0,845000000.0,6640000000.0,10819000000.0,52711000000.0,7517000000.0,21539000000.0,30000000.0,2556000000.0,54920000000,68775000000,13855000000,20912000000.0,14904000000,5658000000.0,,16214000000,116000000.0,-2617000000.0,,2617000000.0,,-215000000.0,6337000000.0,8019000000.0,12253000000,3873000000,2617000000.0,8592000000.0,8178000000.0,14870000000,22889000000.0,8380000000,1.46,TECHNOLOGY,CABLE & OTHER PAY TELEVISION SERVICES,3.12
2014,COP,2014-12-31,116539000000,15068000000.0,5062000000.0,5062000000.0,1331000000.0,6807000000.0,100667000000.0,75444000000.0,70786000000.0,,,,24196000000.0,23891000000.0,0.0,1868000000.0,888000000.0,64266000000.0,11537000000.0,7982000000.0,,182000000.0,182000000.0,40417000000.0,,6903000000.0,182000000.0,,6903000000.0,1400000000.0,15276000000.0,51911000000.0,36780000000.0,44504000000.0,18000000.0,1240007.0,29983000000,55517000000,25534000000,23459000000.0,20339000000,735000000.0,263000000.0,9546000000,83000000.0,-1165000000.0,,1165000000.0,164000000.0,366000000.0,,8329000000.0,10452000000,3583000000,648000000.0,5738000000.0,2965000000.0,11617000000,19543000000.0,6869000000,5.31,ENERGY & TRANSPORTATION,PETROLEUM REFINING,3.59
2014,COST,2014-08-31,32662000000,17588000000.0,5738000000.0,7315000000.0,8456000000.0,1148000000.0,15436000000.0,14830000000.0,7845000000.0,,,,1577000000.0,,1577000000.0,16919000000.0,606000000.0,20509000000.0,14412000000.0,8491000000.0,250000000.0,7000000.0,8741000000.0,5763000000.0,,5093000000.0,0.0,5093000000.0,5093000000.0,1663000000.0,,12303000000.0,,7458000000.0,2000000.0,437683000.0,3220000000,112640000000,109420000000,98458000000.0,3220000000,10899000000.0,,10962000000,,-113000000.0,,113000000.0,26000000.0,,,1029000000.0,3167000000,1109000000,113000000.0,2088000000.0,2104000000.0,3280000000,4249000000.0,2058000000,3.59,TRADE & SERVICES,RETAIL-VARIETY STORES,8.2368
2014,CRM,2014-01-31,9152930000,2680252000.0,781635000.0,838774000.0,403273000.0,1360837000.0,6728293000.0,1240746000.0,383777000.0,3500823000.0,770841000.0,3500823000.0,881732000.0,574732000.0,57139000.0,77368000.0,613490000.0,6087715000.0,3980188000.0,64988000.0,,30000000.0,572159000.0,1060597000.0,,1589089000.0,30000000.0,255000000.0,2508563000.0,869336000.0,757187000.0,3038510000.0,,-343157000.0,610000.0,610143000.0,3102575000,4071003000,968428000,968428000.0,-286074000,2764851000.0,623798000.0,3388649000,10218000.0,-77211000.0,,77211000.0,0.0,-4868000.0,,369423000.0,-357935000,-125760000,77211000.0,-232175000.0,-231632000.0,-280724000,88699000.0,-232175000,0.35,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,2.58
2014,CSCO,2014-07-26,105070000000,67114000000.0,6726000000.0,52074000000.0,1591000000.0,9310000000.0,38919000000.0,3252000000.0,9268000000.0,27519000000.0,3280000000.0,24239000000.0,46247000000.0,899000000.0,45348000000.0,1331000000.0,3267000000.0,48409000000.0,19809000000.0,1032000000.0,14142000000.0,508000000.0,0.0,29033000000.0,,20837000000.0,500000000.0,20337000000.0,20901000000.0,5451000000.0,1748000000.0,56654000000.0,,14093000000.0,41884000000.0,5107000000.0,27769000000,47142000000,19373000000,19373000000.0,9345000000,11437000000.0,6294000000.0,18424000000,691000000.0,-564000000.0,,564000000.0,,243000000.0,,275000000.0,9715000000,1862000000,564000000.0,7853000000.0,7922000000.0,10279000000,10554000000.0,7853000000,2.06,TECHNOLOGY,COMPUTER COMMUNICATIONS EQUIPMENT,3.09
2014,CVX,2014-12-31,266026000000,42232000000.0,12785000000.0,13207000000.0,6505000000.0,16736000000.0,223794000000.0,183173000000.0,144116000000.0,4593000000.0,4593000000.0,4593000000.0,27325000000.0,26912000000.0,422000000.0,5776000000.0,6299000000.0,109835000000.0,31926000000.0,19000000000.0,,11790000000.0,3790000000.0,92155000000.0,68000000.0,15960000000.0,0.0,23960000000.0,19750000000.0,9136000000.0,,155028000000.0,42733000000.0,184987000000.0,1832000000.0,1872666000.0,77855000000,211970000000,134115000000,127857000000.0,48076000000,4494000000.0,707000000.0,26239000000,,-358000000.0,,358000000.0,4335000000.0,4378000000.0,,17668000000.0,31133000000,11892000000,358000000.0,26408000000.0,17961000000.0,31491000000,37394000000.0,19241000000,10.14,ENERGY & TRANSPORTATION,PETROLEUM REFINING,6.2
2014,DE,2014-10-31,61336000000,7996700000.0,3787000000.0,3787000000.0,4209700000.0,,7003000000.0,5578000000.0,,859800000.0,68800000.0,791000000.0,6120600000.0,303200000.0,1215100000.0,35591800000.0,,52270900000.0,21232800000.0,,,,12577700000.0,24380700000.0,,4558500000.0,324200000.0,24380700000.0,4558500000.0,-901000000.0,6496500000.0,9062600000.0,12834200000.0,22004400000.0,3675400000.0,351600000.0,8185000000,36066900000,27881900000,24926800000.0,5218000000,3284400000.0,1452000000.0,3446500000,1561000000.0,-664000000.0,,664000000.0,357000000.0,-7600000.0,696000000.0,11000000.0,4788200000,1626500000,664000000.0,3163300000.0,2071800000.0,5452200000,5463200000.0,3161700000,8.9,TECHNOLOGY,FARM MACHINERY & EQUIPMENT,9.91
2014,DHR,2014-12-31,36991700000,9431300000.0,3005600000.0,3005600000.0,1782800000.0,3633800000.0,27560400000.0,1665800000.0,2537000000.0,18634600000.0,7059500000.0,11575100000.0,257500000.0,257500000.0,,960400000.0,1016700000.0,13613600000.0,5396400000.0,1875000000.0,953300000.0,71900000.0,764600000.0,10152600000.0,,3473400000.0,71900000.0,3401500000.0,3473400000.0,2683000000.0,4584400000.0,23378100000.0,,20323000000.0,7900000.0,704300000.0,6849500000,19791100000,15862400000,6017400000.0,2045000000,4035100000.0,769400000.0,7748300000,16700000.0,-122700000.0,-28000000.0,94700000.0,0.0,156500000.0,448900000.0,386000000.0,3045900000,447500000,122700000.0,1638700000.0,950200000.0,3140600000,3526600000.0,2598400000,3.68,LIFE SCIENCES,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",4.7
2014,FI,2014-12-31,9308000000,1444000000.0,294000000.0,294000000.0,204008000.0,798000000.0,7135000000.0,317000000.0,737000000.0,7212000000.0,2003000000.0,5209000000.0,,,,352000000.0,335000000.0,6013000000.0,1486000000.0,61000000.0,489000000.0,92000000.0,92000000.0,4556000000.0,,3809000000.0,92000000.0,,3809000000.0,78675000.0,129000000.0,3295000000.0,4895000000.0,7352000000.0,4000000.0,242900000.0,1010000000,5066000000,4056000000,2881000000.0,1210000000,975000000.0,82000000.0,1175000000,1000000.0,-164000000.0,,164000000.0,0.0,1000000.0,71000000.0,200000000.0,1138000000,384000000,164000000.0,754000000.0,751000000.0,1302000000,1502000000.0,754000000,1.03,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,-1.03
2014,GE,2014-12-31,653931000000,41081000000.0,138100000000.0,138100000000.0,17689000000.0,23259000000.0,157096000000.0,48070000000.0,35734000000.0,66389000000.0,13182000000.0,53207000000.0,35505000000.0,47907000000.0,47907000000.0,6300000000.0,,518023000000.0,71581000000.0,12067000000.0,,12057000000.0,70425000000.0,200414000000.0,,282000000.0,261424000000.0,,71789000000.0,3400000000.0,102662000000.0,128159000000.0,42593000000.0,155333000000.0,702000000.0,10057380000.0,56061000000,117184000000,92528000000,81311000000.0,43564000000,16848000000.0,5273000000.0,12497000000,,,,9482000000.0,,,4953000000.0,1789000000.0,16006000000,773000000,,9535000000.0,6180000000.0,43564000000,45353000000.0,15233000000,13.28,MANUFACTURING,ELECTRONIC & OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP),4.88
